radio_id,brand,model,fcc_id,brand_grantee,inferred_grantee,expected_brand,reason
3143,"Alinco Incorporated, Electronics Division",06T,PH3DR-06T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3113,"Alinco Incorporated, Electronics Division",06TA,PH3DR-06TA,,PH3,Alinco,brand_has_no_code_but_inferred_known
3151,"Alinco Incorporated, Electronics Division",100,PH3DJ-100,,PH3,Alinco,brand_has_no_code_but_inferred_known
3156,"Alinco Incorporated, Electronics Division",135TMK2,PH3DR-135TMK2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3160,"Alinco Incorporated, Electronics Division",135TMK3,PH3DR-135TMK3,,PH3,Alinco,brand_has_no_code_but_inferred_known
3172,"Alinco Incorporated, Electronics Division",175T,PH3DJ-175T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3112,"Alinco Incorporated, Electronics Division",235TMK3,PH3DR-235TMK3,,PH3,Alinco,brand_has_no_code_but_inferred_known
3170,"Alinco Incorporated, Electronics Division",296T,PH3DJ-296T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3142,"Alinco Incorporated, Electronics Division",435TMK2,PH3DR-435TMK2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3126,"Alinco Incorporated, Electronics Division",435TMK3,PH3DR-435TMK3,,PH3,Alinco,brand_has_no_code_but_inferred_known
3127,"Alinco Incorporated, Electronics Division",500,PH3DJ-500,,PH3,Alinco,brand_has_no_code_but_inferred_known
3146,"Alinco Incorporated, Electronics Division",500TB,PH3DJ-500TB,,PH3,Alinco,brand_has_no_code_but_inferred_known
3106,"Alinco Incorporated, Electronics Division",596T,PH3DJ-596T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3109,"Alinco Incorporated, Electronics Division",596TMK2,PH3DJ-596TMK2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3152,"Alinco Incorporated, Electronics Division",620T,PH3DR-620T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3153,"Alinco Incorporated, Electronics Division",635T,PH3DR-635T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3141,"Alinco Incorporated, Electronics Division",635T2,PH3DR-635T2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3120,"Alinco Incorporated, Electronics Division",735T,PH3DR-735T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3130,"Alinco Incorporated, Electronics Division",735T2,PH3DR-735T2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3110,"Alinco Incorporated, Electronics Division",A10,PH3DJ-A10,,PH3,Alinco,brand_has_no_code_but_inferred_known
3119,"Alinco Incorporated, Electronics Division",A11,PH3DJ-A11,,PH3,Alinco,brand_has_no_code_but_inferred_known
3163,"Alinco Incorporated, Electronics Division",A40,PH3DJ-A40,,PH3,Alinco,brand_has_no_code_but_inferred_known
3121,"Alinco Incorporated, Electronics Division",A41,PH3DJ-A41,,PH3,Alinco,brand_has_no_code_but_inferred_known
3136,"Alinco Incorporated, Electronics Division",AW1,PH3AW1,,PH3,Alinco,brand_has_no_code_but_inferred_known
3133,"Alinco Incorporated, Electronics Division",AW2,PH3AW2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3150,"Alinco Incorporated, Electronics Division",AXD1,PH3DJ-AXD1,,PH3,Alinco,brand_has_no_code_but_inferred_known
3134,"Alinco Incorporated, Electronics Division",AXD4,PH3DJ-AXD4,,PH3,Alinco,brand_has_no_code_but_inferred_known
3144,"Alinco Incorporated, Electronics Division",B185HT,PH3DR-B185HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3158,"Alinco Incorporated, Electronics Division",B185T,PH3DR-B185T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3169,"Alinco Incorporated, Electronics Division",C7T,PH3DJ-C7T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3147,"Alinco Incorporated, Electronics Division",CS10HT,PH3DR-CS10HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3137,"Alinco Incorporated, Electronics Division",CS25,PH3DR-CS25,,PH3,Alinco,brand_has_no_code_but_inferred_known
3328,"Alinco Incorporated, Electronics Division",DJ-100,PH3-DJ-100,,PH3,Alinco,brand_has_no_code_but_inferred_known
3333,"Alinco Incorporated, Electronics Division",DJ-175T,PH3-DJ-175T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3145,"Alinco Incorporated, Electronics Division",DJ-296T,PH3-DJ-296T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3311,"Alinco Incorporated, Electronics Division",DJ-500,PH3-DJ-500,,PH3,Alinco,brand_has_no_code_but_inferred_known
3324,"Alinco Incorporated, Electronics Division",DJ-500TB,PH3-DJ-500TB,,PH3,Alinco,brand_has_no_code_but_inferred_known
3293,"Alinco Incorporated, Electronics Division",DJ-596T,PH3-DJ-596T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3295,"Alinco Incorporated, Electronics Division",DJ-596TMK2,PH3-DJ-596TMK2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3296,"Alinco Incorporated, Electronics Division",DJ-A10,PH3-DJ-A10,,PH3,Alinco,brand_has_no_code_but_inferred_known
3305,"Alinco Incorporated, Electronics Division",DJ-A11,PH3-DJ-A11,,PH3,Alinco,brand_has_no_code_but_inferred_known
3339,"Alinco Incorporated, Electronics Division",DJ-A40,PH3-DJ-A40,,PH3,Alinco,brand_has_no_code_but_inferred_known
3307,"Alinco Incorporated, Electronics Division",DJ-A41,PH3-DJ-A41,,PH3,Alinco,brand_has_no_code_but_inferred_known
3327,"Alinco Incorporated, Electronics Division",DJ-AXD1,PH3-DJ-AXD1,,PH3,Alinco,brand_has_no_code_but_inferred_known
3315,"Alinco Incorporated, Electronics Division",DJ-AXD4,PH3-DJ-AXD4,,PH3,Alinco,brand_has_no_code_but_inferred_known
3122,"Alinco Incorporated, Electronics Division",DJ-C7T,PH3-DJ-C7T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3340,"Alinco Incorporated, Electronics Division",DJ-FX45,PH3-DJ-FX45,,PH3,Alinco,brand_has_no_code_but_inferred_known
3341,"Alinco Incorporated, Electronics Division",DJ-G29T,PH3-DJ-G29T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3301,"Alinco Incorporated, Electronics Division",DJ-G46T,PH3-DJ-G46T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3300,"Alinco Incorporated, Electronics Division",DJ-G7T,PH3-DJ-G7T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3335,"Alinco Incorporated, Electronics Division",DJ-MD40,PH3-DJ-MD40,,PH3,Alinco,brand_has_no_code_but_inferred_known
3318,"Alinco Incorporated, Electronics Division",DJ-MD5,PH3-DJ-MD5,,PH3,Alinco,brand_has_no_code_but_inferred_known
3319,"Alinco Incorporated, Electronics Division",DJ-NX40T,PH3-DJ-NX40T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3308,"Alinco Incorporated, Electronics Division",DJ-NX45T,PH3-DJ-NX45T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3331,"Alinco Incorporated, Electronics Division",DJ-S40T,PH3-DJ-S40T,,PH3,Alinco,brand_has_no_code_but_inferred_known
2201,"Alinco Incorporated, Electronics Division",DJ-S45T,PH3-DJ-S45T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3326,"Alinco Incorporated, Electronics Division",DJ-V17T,PH3-DJ-V17T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3297,"Alinco Incorporated, Electronics Division",DJ-V27T,PH3-DJ-V27T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3309,"Alinco Incorporated, Electronics Division",DJ-V47T,PH3-DJ-V47T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3316,"Alinco Incorporated, Electronics Division",DJ-V57T,PH3-DJ-V57T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3312,"Alinco Incorporated, Electronics Division",DJ-VX50HT,PH3-DJ-VX50HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3108,"Alinco Incorporated, Electronics Division",DJ-W70HT,PH3-DJ-W70HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3338,"Alinco Incorporated, Electronics Division",DJ-X100T,PH3-DJ-X100T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3313,"Alinco Incorporated, Electronics Division",DJ-X11T,PH3-DJ-X11T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3337,"Alinco Incorporated, Electronics Division",DJ-X30T,PH3-DJ-X30T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3294,"Alinco Incorporated, Electronics Division",DJ-X3T,PH3-DJ-X3T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3304,"Alinco Incorporated, Electronics Division",DJ-X7T,PH3-DJ-X7T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3322,"Alinco Incorporated, Electronics Division",DR-06T,PH3-DR-06T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3299,"Alinco Incorporated, Electronics Division",DR-06TA,PH3-DR-06TA,,PH3,Alinco,brand_has_no_code_but_inferred_known
3332,"Alinco Incorporated, Electronics Division",DR-135TMK2,PH3-DR-135TMK2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3336,"Alinco Incorporated, Electronics Division",DR-135TMK3,PH3-DR-135TMK3,,PH3,Alinco,brand_has_no_code_but_inferred_known
3164,"Alinco Incorporated, Electronics Division",DR138,PH3DR138,,PH3,Alinco,brand_has_no_code_but_inferred_known
3165,"Alinco Incorporated, Electronics Division",DR138HT,PH3DR138HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3123,"Alinco Incorporated, Electronics Division",DR-138TMKII,PH3-DR-138TMKII,,PH3,Alinco,brand_has_no_code_but_inferred_known
3298,"Alinco Incorporated, Electronics Division",DR-235TMK3,PH3-DR-235TMK3,,PH3,Alinco,brand_has_no_code_but_inferred_known
3321,"Alinco Incorporated, Electronics Division",DR-435TMK2,PH3-DR-435TMK2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3310,"Alinco Incorporated, Electronics Division",DR-435TMK3,PH3-DR-435TMK3,,PH3,Alinco,brand_has_no_code_but_inferred_known
3148,"Alinco Incorporated, Electronics Division",DR438,PH3DR438,,PH3,Alinco,brand_has_no_code_but_inferred_known
3132,"Alinco Incorporated, Electronics Division",DR438H,PH3DR438H,,PH3,Alinco,brand_has_no_code_but_inferred_known
3329,"Alinco Incorporated, Electronics Division",DR-620T,PH3-DR-620T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3330,"Alinco Incorporated, Electronics Division",DR-635T,PH3-DR-635T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3320,"Alinco Incorporated, Electronics Division",DR-635T2,PH3-DR-635T2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3131,"Alinco Incorporated, Electronics Division",DR638,PH3DR638,,PH3,Alinco,brand_has_no_code_but_inferred_known
3306,"Alinco Incorporated, Electronics Division",DR-735T,PH3-DR-735T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3314,"Alinco Incorporated, Electronics Division",DR-735T2,PH3-DR-735T2,,PH3,Alinco,brand_has_no_code_but_inferred_known
3323,"Alinco Incorporated, Electronics Division",DR-B185HT,PH3-DR-B185HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3334,"Alinco Incorporated, Electronics Division",DR-B185T,PH3-DR-B185T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3325,"Alinco Incorporated, Electronics Division",DR-CS10HT,PH3-DR-CS10HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3317,"Alinco Incorporated, Electronics Division",DR-CS25,PH3-DR-CS25,,PH3,Alinco,brand_has_no_code_but_inferred_known
3303,"Alinco Incorporated, Electronics Division",DR-MD500T,PH3-DR-MD500T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3302,"Alinco Incorporated, Electronics Division",DR-MD520T,PH3-DR-MD520T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3167,"Alinco Incorporated, Electronics Division",FX45,PH3DJ-FX45,,PH3,Alinco,brand_has_no_code_but_inferred_known
3168,"Alinco Incorporated, Electronics Division",G29T,PH3DJ-G29T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3115,"Alinco Incorporated, Electronics Division",G46T,PH3DJ-G46T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3114,"Alinco Incorporated, Electronics Division",G7T,PH3DJ-G7T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3159,"Alinco Incorporated, Electronics Division",MD40,PH3DJ-MD40,,PH3,Alinco,brand_has_no_code_but_inferred_known
3138,"Alinco Incorporated, Electronics Division",MD5,PH3DJ-MD5,,PH3,Alinco,brand_has_no_code_but_inferred_known
3117,"Alinco Incorporated, Electronics Division",MD500T,PH3DR-MD500T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3116,"Alinco Incorporated, Electronics Division",MD520T,PH3DR-MD520T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3140,"Alinco Incorporated, Electronics Division",NX40T,PH3DJ-NX40T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3124,"Alinco Incorporated, Electronics Division",NX45T,PH3DJ-NX45T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3154,"Alinco Incorporated, Electronics Division",S40T,PH3DJ-S40T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3171,"Alinco Incorporated, Electronics Division",S45T,PH3DJ-S45T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3149,"Alinco Incorporated, Electronics Division",V17T,PH3DJ-V17T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3111,"Alinco Incorporated, Electronics Division",V27T,PH3DJ-V27T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3125,"Alinco Incorporated, Electronics Division",V47T,PH3DJ-V47T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3135,"Alinco Incorporated, Electronics Division",V57T,PH3DJ-V57T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3128,"Alinco Incorporated, Electronics Division",VX50HT,PH3DJ-VX50HT,,PH3,Alinco,brand_has_no_code_but_inferred_known
3162,"Alinco Incorporated, Electronics Division",X100T,PH3DJ-X100T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3129,"Alinco Incorporated, Electronics Division",X11T,PH3DJ-X11T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3161,"Alinco Incorporated, Electronics Division",X30T,PH3DJ-X30T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3107,"Alinco Incorporated, Electronics Division",X3T,PH3DJ-X3T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3118,"Alinco Incorporated, Electronics Division",X7T,PH3DJ-X7T,,PH3,Alinco,brand_has_no_code_but_inferred_known
3166,"Alinco Incorporated, Electronics Division",XE972,PH3XE972,,PH3,Alinco,brand_has_no_code_but_inferred_known
3139,"Alinco Incorporated, Electronics Division",XE9721,PH3XE9721,,PH3,Alinco,brand_has_no_code_but_inferred_known
4519,Anytone,D890UV,T4KD890UV,2AJDM,T4K,"Qixiang Electron Science and Technology Co., Ltd",brand_code_differs_from_fcc
2306,Bridgecom,Maverick,T4KD890UV,,T4K,"Qixiang Electron Science and Technology Co., Ltd",brand_has_no_code_but_inferred_known
5402,Chan Long Electronics Co,4135,FNA44WCLS-4135,,FNA,Marantz,brand_has_no_code_but_inferred_known
4922,"Guangzhou Grandview Crystal Screen Co., Ltd.",MXXX,XH8SK-MXXX,,XH8,Connect Systems,brand_has_no_code_but_inferred_known
4918,"Guangzhou Grandview Crystal Screen Co., Ltd.",XH81GD868,XH81GD868,,XH8,Connect Systems,brand_has_no_code_but_inferred_known
4919,"Guangzhou Grandview Crystal Screen Co., Ltd.",XH81GD868B,XH81GD868B,,XH8,Connect Systems,brand_has_no_code_but_inferred_known
4920,"Guangzhou Grandview Crystal Screen Co., Ltd.",XH868MIR,XH868MIR,,XH8,Connect Systems,brand_has_no_code_but_inferred_known
4921,"Guangzhou Grandview Crystal Screen Co., Ltd.",XH8ES2W2,XH8ES2W2,,XH8,Connect Systems,brand_has_no_code_but_inferred_known
2345,Hongxun,DP4801,2AL5L-DP4801,,2AL5L,Tera,brand_has_no_code_but_inferred_known
2346,Hongxun,HP-788,2AL5L-HP-788,,2AL5L,Tera,brand_has_no_code_but_inferred_known
2347,Hongxun,R8,2AL5L-R8,,2AL5L,Tera,brand_has_no_code_but_inferred_known
4912,Interdyne,180-20,FRH435ZA-180-20,,FRH,Azden,brand_has_no_code_but_inferred_known
4913,Interdyne,181-8,FRH435ZA-181-8,,FRH,Azden,brand_has_no_code_but_inferred_known
4906,Interdyne,FRH4351548X1,FRH4351548X1,,FRH,Azden,brand_has_no_code_but_inferred_known
4907,Interdyne,FRH4351548X2,FRH4351548X2,,FRH,Azden,brand_has_no_code_but_inferred_known
4908,Interdyne,FRH4358320,FRH4358320,,FRH,Azden,brand_has_no_code_but_inferred_known
4909,Interdyne,FRH4358325,FRH4358325,,FRH,Azden,brand_has_no_code_but_inferred_known
4910,Interdyne,FRH4358372,FRH4358372,,FRH,Azden,brand_has_no_code_but_inferred_known
4911,Interdyne,FRH4358536,FRH4358536,,FRH,Azden,brand_has_no_code_but_inferred_known
2475,Iradio,CP-268,2AO8L-CP-268,,2AO8L,Luiton,brand_has_no_code_but_inferred_known
2476,Iradio,UV-98 Pro,2AO8L-UV-98PRO,,2AO8L,Luiton,brand_has_no_code_but_inferred_known
2477,Iradio,Y23DM-UV4R,2AO8L-Y23DM-UV4R,,2AO8L,Luiton,brand_has_no_code_but_inferred_known
5118,Kenwood USA Corporation,1,ALH9TKRZ-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5231,Kenwood USA Corporation,10,ALH9TKVC-10,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5135,Kenwood USA Corporation,100-1,ALH9TKTK-100-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5136,Kenwood USA Corporation,100-2,ALH9TKTK-100-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5137,Kenwood USA Corporation,100-3,ALH9TKTK-100-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5365,Kenwood USA Corporation,107,ALHTKM-107,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5366,Kenwood USA Corporation,107-1,ALHTKM-107-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5115,Kenwood USA Corporation,10A,ALH9TKIF-10A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5116,Kenwood USA Corporation,10B,ALH9TKIF-10B,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5222,Kenwood USA Corporation,140S,ALH9TKTS-140S,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5232,Kenwood USA Corporation,20,ALH9TKVC-20,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5138,Kenwood USA Corporation,200-1,ALH9TKTK-200-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5139,Kenwood USA Corporation,200-2,ALH9TKTK-200-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5194,Kenwood USA Corporation,201A,ALH9TKTM-201A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5195,Kenwood USA Corporation,201B,ALH9TKTM-201B,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5119,Kenwood USA Corporation,205AT,ALH9TKTH-205AT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5192,Kenwood USA Corporation,207,ALH9TKTKM-207,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5140,Kenwood USA Corporation,210-1,ALH9TKTK-210-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5141,Kenwood USA Corporation,210-2,ALH9TKTK-210-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5196,Kenwood USA Corporation,211A,ALH9TKTM-211A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5120,Kenwood USA Corporation,215A,ALH9TKTH-215A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5121,Kenwood USA Corporation,21A,ALH9TKTH-21A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5122,Kenwood USA Corporation,21AT,ALH9TKTH-21AT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5123,Kenwood USA Corporation,21BT,ALH9TKTH-21BT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5246,Kenwood USA Corporation,220-1,ALHTK-220-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5197,Kenwood USA Corporation,221A,ALH9TKTM-221A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5235,Kenwood USA Corporation,225A,ALHTH-225A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5236,Kenwood USA Corporation,22AT,ALHTH-22AT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5247,Kenwood USA Corporation,230-1,ALHTK-230-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5198,Kenwood USA Corporation,231A,ALH9TKTM-231A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5117,Kenwood USA Corporation,232C,ALH9TKIF-232C,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5248,Kenwood USA Corporation,240-1,ALHTK-240-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5249,Kenwood USA Corporation,240D-1,ALHTK-240D-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5382,Kenwood USA Corporation,241A,ALHTM-241A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5250,Kenwood USA Corporation,248-1,ALHTK-248-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5251,Kenwood USA Corporation,250-1,ALHTK-250-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5252,Kenwood USA Corporation,250-2,ALHTK-250-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5253,Kenwood USA Corporation,250G-1,ALHTK-250G-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5254,Kenwood USA Corporation,250G-2,ALHTK-250G-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5255,Kenwood USA Corporation,250N-1,ALHTK-250N-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5199,Kenwood USA Corporation,2530A,ALH9TKTM-2530A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5200,Kenwood USA Corporation,2550A,ALH9TKTM-2550A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5201,Kenwood USA Corporation,2570A,ALH9TKTM-2570A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5124,Kenwood USA Corporation,25AT,ALH9TKTH-25AT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5214,Kenwood USA Corporation,2600A,ALH9TKTR-2600A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5237,Kenwood USA Corporation,26AT,ALHTH-26AT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5256,Kenwood USA Corporation,270-1,ALHTK-270-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5257,Kenwood USA Corporation,270-2,ALHTK-270-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5258,Kenwood USA Corporation,270N-1,ALHTK-270N-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5259,Kenwood USA Corporation,270N-2,ALHTK-270N-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5238,Kenwood USA Corporation,27A,ALHTH-27A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5239,Kenwood USA Corporation,28A,ALHTH-28A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5142,Kenwood USA Corporation,300-1,ALH9TKTK-300-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5143,Kenwood USA Corporation,300-2,ALH9TKTK-300-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5144,Kenwood USA Corporation,300-3,ALH9TKTK-300-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5367,Kenwood USA Corporation,307,ALHTKM-307,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5368,Kenwood USA Corporation,307-1,ALHTKM-307-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5145,Kenwood USA Corporation,310-1,ALH9TKTK-310-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5146,Kenwood USA Corporation,310-2,ALH9TKTK-310-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5147,Kenwood USA Corporation,310-3,ALH9TKTK-310-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5125,Kenwood USA Corporation,315A,ALH9TKTH-315A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5126,Kenwood USA Corporation,31A,ALH9TKTH-31A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5127,Kenwood USA Corporation,31AT,ALH9TKTH-31AT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5128,Kenwood USA Corporation,31BT,ALH9TKTH-31BT,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5148,Kenwood USA Corporation,320-1,ALH9TKTK-320-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5202,Kenwood USA Corporation,321A,ALH9TKTM-321A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5260,Kenwood USA Corporation,330-1,ALHTK-330-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5261,Kenwood USA Corporation,330-2,ALHTK-330-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5262,Kenwood USA Corporation,330-3,ALHTK-330-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5203,Kenwood USA Corporation,331A,ALH9TKTM-331A,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5263,Kenwood USA Corporation,340-1,ALHTK-340-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5264,Kenwood USA Corporation,340-2,ALHTK-340-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5265,Kenwood USA Corporation,340-3,ALHTK-340-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5266,Kenwood USA Corporation,340-4,ALHTK-340-4,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5267,Kenwood USA Corporation,340D-1,ALHTK-340D-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5268,Kenwood USA Corporation,340D-2,ALHTK-340D-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5269,Kenwood USA Corporation,340D-3,ALHTK-340D-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5270,Kenwood USA Corporation,340D-4,ALHTK-340D-4,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5271,Kenwood USA Corporation,348-1,ALHTK-348-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5272,Kenwood USA Corporation,348-4,ALHTK-348-4,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5215,Kenwood USA Corporation,3500,ALH9TKTR-3500,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5273,Kenwood USA Corporation,350-1,ALHTK-350-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5274,Kenwood USA Corporation,350-2,ALHTK-350-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5275,Kenwood USA Corporation,350-3,ALHTK-350-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5276,Kenwood USA Corporation,350-4,ALHTK-350-4,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5277,Kenwood USA Corporation,350G-1,ALHTK-350G-1,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5278,Kenwood USA Corporation,350G-2,ALHTK-350G-2,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5279,Kenwood USA Corporation,350G-3,ALHTK-350G-3,,ALH,Kenwood,brand_has_no_code_but_inferred_known
5280,Kenwood USA Corporation,350G-4,ALHTK-350G-4,,ALH,Kenwood,brand_has_no_code_but_inferred_known
