FCC ID,Grantee Code,Grantee Name,Application Purpose,Grant Date
AFJ297410,AFJ,ICOM Incorporated,Original Equipment,03/11/2015
AFJ297420,AFJ,ICOM Incorporated,Class II Permissive Change,06/25/2025
AFJ297420,AFJ,ICOM Incorporated,Original Equipment,12/02/2019
AFJ297430,AFJ,ICOM Incorporated,Original Equipment,12/23/2024
AFJ297900,AFJ,ICOM Incorporated,Class II Permissive Change,04/17/2014
AFJ297900,AFJ,ICOM Incorporated,Class II Permissive Change,12/12/2012
AFJ297900,AFJ,ICOM Incorporated,Original Equipment,02/20/2007
AFJ298001,AFJ,ICOM Incorporated,Class II Permissive Change,07/04/2014
AFJ298001,AFJ,ICOM Incorporated,Original Equipment,03/22/2007
AFJ298002,AFJ,ICOM Incorporated,Class II Permissive Change,09/09/2014
AFJ298002,AFJ,ICOM Incorporated,Original Equipment,04/02/2007
AFJ298700,AFJ,ICOM Incorporated,Original Equipment,12/06/2006
AFJ298900,AFJ,ICOM Incorporated,Original Equipment,11/30/2006
AFJ300900,AFJ,ICOM Incorporated,Original Equipment,02/11/2008
AFJ301500,AFJ,ICOM Incorporated,Original Equipment,07/28/2008
AFJ305400,AFJ,ICOM Incorporated,Original Equipment,09/17/2010
AFJ305600,AFJ,ICOM Incorporated,Class II Permissive Change,11/26/2014
AFJ305600,AFJ,ICOM Incorporated,Original Equipment,11/26/2007
AFJ306000,AFJ,ICOM Incorporated,Original Equipment,09/08/2007
AFJ306200,AFJ,ICOM Incorporated,Class II Permissive Change,04/15/2013
AFJ306200,AFJ,ICOM Incorporated,Class II Permissive Change,05/14/2010
AFJ306200,AFJ,ICOM Incorporated,Class II Permissive Change,10/29/2014
AFJ306200,AFJ,ICOM Incorporated,Original Equipment,06/09/2008
AFJ306301,AFJ,ICOM Incorporated,Class II Permissive Change,09/03/2014
AFJ306301,AFJ,ICOM Incorporated,Original Equipment,02/25/2008
AFJ306302,AFJ,ICOM Incorporated,Class II Permissive Change,12/15/2014
AFJ306302,AFJ,ICOM Incorporated,Original Equipment,05/22/2008
AFJ306600,AFJ,ICOM Incorporated,Original Equipment,12/26/2007
AFJ307300,AFJ,ICOM Incorporated,Class II Permissive Change,01/11/2016
AFJ307300,AFJ,ICOM Incorporated,Original Equipment,02/09/2009
AFJ307400,AFJ,ICOM Incorporated,Class II Permissive Change,04/24/2008
AFJ307400,AFJ,ICOM Incorporated,Class II Permissive Change,05/09/2017
AFJ307400,AFJ,ICOM Incorporated,Class II Permissive Change,12/18/2012
AFJ307400,AFJ,ICOM Incorporated,Original Equipment,02/07/2008
AFJ307600,AFJ,ICOM Incorporated,Original Equipment,07/18/2008
AFJ307701,AFJ,ICOM Incorporated,Class II Permissive Change,12/02/2014
AFJ307701,AFJ,ICOM Incorporated,Original Equipment,05/13/2009
AFJ307702,AFJ,ICOM Incorporated,Class II Permissive Change,12/18/2014
AFJ307702,AFJ,ICOM Incorporated,Original Equipment,09/16/2009
AFJ307801,AFJ,ICOM Incorporated,Class II Permissive Change,04/17/2013
AFJ307801,AFJ,ICOM Incorporated,Class II Permissive Change,04/19/2010
AFJ307801,AFJ,ICOM Incorporated,Original Equipment,03/10/2009
AFJ307802,AFJ,ICOM Incorporated,Class II Permissive Change,04/16/2010
AFJ307802,AFJ,ICOM Incorporated,Class II Permissive Change,04/17/2013
AFJ307802,AFJ,ICOM Incorporated,Class II Permissive Change,12/09/2014
AFJ307802,AFJ,ICOM Incorporated,Original Equipment,06/04/2009
AFJ307803,AFJ,ICOM Incorporated,Class II Permissive Change,04/17/2013
AFJ307803,AFJ,ICOM Incorporated,Class II Permissive Change,11/20/2014
AFJ307803,AFJ,ICOM Incorporated,Original Equipment,07/16/2010
AFJ307900,AFJ,ICOM Incorporated,Class II Permissive Change,11/28/2014
AFJ307900,AFJ,ICOM Incorporated,Original Equipment,05/05/2008
AFJ312001,AFJ,ICOM Incorporated,Original Equipment,03/11/2008
AFJ312002,AFJ,ICOM Incorporated,Original Equipment,04/10/2008
AFJ315500,AFJ,ICOM Incorporated,Original Equipment,02/19/2009
AFJ316101,AFJ,ICOM Incorporated,Original Equipment,05/01/2008
AFJ316700,AFJ,ICOM Incorporated,Original Equipment,03/02/2009
AFJ316800,AFJ,ICOM Incorporated,Original Equipment,01/05/2009
AFJ317600,AFJ,ICOM Incorporated,Class II Permissive Change,06/19/2009
AFJ317600,AFJ,ICOM Incorporated,Class II Permissive Change,12/16/2014
AFJ317600,AFJ,ICOM Incorporated,Original Equipment,02/03/2009
AFJ317900,AFJ,ICOM Incorporated,Original Equipment,03/24/2009
AFJ318001,AFJ,ICOM Incorporated,Original Equipment,05/22/2009
AFJ318002,AFJ,ICOM Incorporated,Original Equipment,07/20/2009
AFJ318200,AFJ,ICOM Incorporated,Original Equipment,12/29/2010
AFJ318300,AFJ,ICOM Incorporated,Original Equipment,02/10/2011
AFJ322800,AFJ,ICOM Incorporated,Original Equipment,08/04/2011
AFJ325000,AFJ,ICOM Incorporated,Class II Permissive Change,11/06/2015
AFJ325000,AFJ,ICOM Incorporated,Original Equipment,01/13/2010
AFJ325010,AFJ,ICOM Incorporated,Original Equipment,03/21/2023
AFJ325100,AFJ,ICOM Incorporated,Original Equipment,11/29/2011
AFJ325110,AFJ,ICOM Incorporated,Original Equipment,04/13/2022
AFJ325300,AFJ,ICOM Incorporated,Original Equipment,01/14/2010
AFJ325400,AFJ,ICOM Incorporated,Original Equipment,11/20/2009
AFJ328500,AFJ,ICOM Incorporated,Original Equipment,12/10/2009
AFJ328550,AFJ,ICOM Incorporated,Original Equipment,09/14/2021
AFJ328601,AFJ,ICOM Incorporated,Original Equipment,11/18/2009
AFJ328602,AFJ,ICOM Incorporated,Original Equipment,03/25/2010
AFJ329600,AFJ,ICOM Incorporated,Original Equipment,06/25/2012
AFJ332200,AFJ,ICOM Incorporated,Original Equipment,11/29/2011
AFJ332800,AFJ,ICOM Incorporated,Original Equipment,12/03/2010
AFJ332901,AFJ,ICOM Incorporated,Original Equipment,03/14/2011
AFJ332902,AFJ,ICOM Incorporated,Original Equipment,07/22/2011
AFJ333100,AFJ,ICOM Incorporated,Original Equipment,12/17/2010
AFJ333110,AFJ,ICOM Incorporated,Original Equipment,05/09/2018
AFJ333201,AFJ,ICOM Incorporated,Original Equipment,03/04/2011
AFJ333202,AFJ,ICOM Incorporated,Original Equipment,05/24/2011
AFJ333211,AFJ,ICOM Incorporated,Original Equipment,05/22/2018
AFJ333212,AFJ,ICOM Incorporated,Original Equipment,05/17/2018
AFJ333400,AFJ,ICOM Incorporated,Original Equipment,10/01/2010
AFJ333501,AFJ,ICOM Incorporated,Original Equipment,09/29/2010
AFJ333502,AFJ,ICOM Incorporated,Original Equipment,12/21/2010
AFJ333800,AFJ,ICOM Incorporated,Class II Permissive Change,11/23/2012
AFJ333800,AFJ,ICOM Incorporated,Original Equipment,04/13/2012
AFJ333810,AFJ,ICOM Incorporated,Original Equipment,05/18/2020
AFJ334000,AFJ,ICOM Incorporated,Original Equipment,02/15/2011
AFJ339000,AFJ,ICOM Incorporated,Original Equipment,01/15/2013
AFJ339300,AFJ,ICOM Incorporated,Class II Permissive Change,03/17/2016
AFJ339300,AFJ,ICOM Incorporated,Original Equipment,06/25/2013
AFJ339310,AFJ,ICOM Incorporated,Original Equipment,06/27/2023
AFJ339400,AFJ,ICOM Incorporated,Original Equipment,02/29/2012
AFJ340100,AFJ,ICOM Incorporated,Class II Permissive Change,01/29/2014
AFJ340100,AFJ,ICOM Incorporated,Class II Permissive Change,04/16/2013
AFJ340100,AFJ,ICOM Incorporated,Original Equipment,08/27/2012
AFJ340201,AFJ,ICOM Incorporated,Class II Permissive Change,04/16/2013
AFJ340201,AFJ,ICOM Incorporated,Class II Permissive Change,06/12/2014
AFJ340201,AFJ,ICOM Incorporated,Original Equipment,08/16/2012
AFJ340202,AFJ,ICOM Incorporated,Class II Permissive Change,04/16/2013
AFJ340202,AFJ,ICOM Incorporated,Original Equipment,05/30/2012
AFJ348400,AFJ,ICOM Incorporated,Class II Permissive Change,04/16/2022
AFJ348400,AFJ,ICOM Incorporated,Original Equipment,03/27/2014
AFJ349300,AFJ,ICOM Incorporated,Original Equipment,11/06/2014
AFJ349500,AFJ,ICOM Incorporated,Class II Permissive Change,03/21/2014
AFJ349500,AFJ,ICOM Incorporated,Class II Permissive Change,04/24/2013
AFJ349500,AFJ,ICOM Incorporated,Original Equipment,02/01/2013
AFJ349510,AFJ,ICOM Incorporated,Original Equipment,03/20/2020
AFJ349520,AFJ,ICOM Incorporated,Original Equipment,04/23/2021
AFJ350000,AFJ,ICOM Incorporated,Class II Permissive Change,06/03/2016
AFJ350000,AFJ,ICOM Incorporated,Original Equipment,06/18/2013
AFJ352100,AFJ,ICOM Incorporated,Original Equipment,11/26/2013
AFJ352201,AFJ,ICOM Incorporated,Original Equipment,07/26/2013
AFJ352202,AFJ,ICOM Incorporated,Original Equipment,09/18/2013
AFJ353700,AFJ,ICOM Incorporated,Original Equipment,02/19/2014
AFJ353801,AFJ,ICOM Incorporated,Original Equipment,02/27/2014
AFJ356100,AFJ,ICOM Incorporated,Original Equipment,03/27/2014
AFJ356200,AFJ,ICOM Incorporated,Original Equipment,03/20/2014
AFJ357000,AFJ,ICOM Incorporated,Original Equipment,03/20/2014
AFJ357600,AFJ,ICOM Incorporated,Class II Permissive Change,04/23/2014
AFJ357600,AFJ,ICOM Incorporated,Class II Permissive Change,10/14/2015
AFJ357600,AFJ,ICOM Incorporated,Original Equipment,03/28/2014
AFJ359800,AFJ,ICOM Incorporated,Original Equipment,12/16/2014
AFJ360300,AFJ,ICOM Incorporated,Class II Permissive Change,01/14/2016
AFJ360300,AFJ,ICOM Incorporated,Original Equipment,06/22/2015
AFJ361500,AFJ,ICOM Incorporated,Original Equipment,01/15/2015
AFJ362000,AFJ,ICOM Incorporated,Class II Permissive Change,12/19/2014
AFJ362000,AFJ,ICOM Incorporated,Original Equipment,06/02/2014
AFJ362101,AFJ,ICOM Incorporated,Class II Permissive Change,12/18/2014
AFJ362101,AFJ,ICOM Incorporated,Original Equipment,05/12/2014
AFJ362102,AFJ,ICOM Incorporated,Original Equipment,12/09/2014
AFJ365900,AFJ,ICOM Incorporated,Original Equipment,03/18/2015
AFJ366001,AFJ,ICOM Incorporated,Original Equipment,03/20/2015
AFJ366200,AFJ,ICOM Incorporated,Original Equipment,07/25/2014
AFJ366301,AFJ,ICOM Incorporated,Original Equipment,07/04/2014
AFJ366400,AFJ,ICOM Incorporated,Original Equipment,07/16/2014
AFJ366501,AFJ,ICOM Incorporated,Original Equipment,06/13/2014
AFJ369401,AFJ,ICOM Incorporated,Original Equipment,02/18/2015
AFJ369402,AFJ,ICOM Incorporated,Original Equipment,11/18/2015
AFJ369600,AFJ,ICOM Incorporated,Original Equipment,02/19/2015
AFJ369700,AFJ,ICOM Incorporated,Original Equipment,12/22/2015
AFJ369710,AFJ,ICOM Incorporated,Original Equipment,03/28/2019
AFJ369900,AFJ,ICOM Incorporated,Original Equipment,07/12/2017
AFJ369910,AFJ,ICOM Incorporated,Class II Permissive Change,05/18/2023
AFJ369910,AFJ,ICOM Incorporated,Original Equipment,04/12/2019
AFJ370500,AFJ,ICOM Incorporated,Original Equipment,01/30/2015
AFJ370601,AFJ,ICOM Incorporated,Original Equipment,01/29/2015
AFJ370602,AFJ,ICOM Incorporated,Original Equipment,01/30/2015
AFJ372300,AFJ,ICOM Incorporated,Original Equipment,05/22/2015
AFJ372310,AFJ,ICOM Incorporated,Original Equipment,03/20/2020
AFJ374000,AFJ,ICOM Incorporated,Original Equipment,11/28/2017
AFJ375000,AFJ,ICOM Incorporated,Original Equipment,11/14/2017
AFJ375400,AFJ,ICOM Incorporated,Original Equipment,05/11/2018
AFJ375410,AFJ,ICOM Incorporated,Original Equipment,05/11/2018
AFJ376500,AFJ,ICOM Incorporated,Original Equipment,02/24/2016
AFJ376600,AFJ,ICOM Incorporated,Class II Permissive Change,01/24/2022
AFJ376600,AFJ,ICOM Incorporated,Class II Permissive Change,02/06/2026
AFJ376600,AFJ,ICOM Incorporated,Original Equipment,09/09/2016
AFJ376701,AFJ,ICOM Incorporated,Class II Permissive Change,01/28/2022
AFJ376701,AFJ,ICOM Incorporated,Class II Permissive Change,09/16/2025
AFJ376701,AFJ,ICOM Incorporated,Original Equipment,07/29/2016
AFJ376702,AFJ,ICOM Incorporated,Class II Permissive Change,02/02/2022
AFJ376702,AFJ,ICOM Incorporated,Class II Permissive Change,03/05/2026
AFJ376702,AFJ,ICOM Incorporated,Original Equipment,10/14/2016
AFJ376800,AFJ,ICOM Incorporated,Class II Permissive Change,02/07/2022
AFJ376800,AFJ,ICOM Incorporated,Original Equipment,08/19/2016
AFJ376901,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2022
AFJ376901,AFJ,ICOM Incorporated,Original Equipment,08/20/2016
AFJ376902,AFJ,ICOM Incorporated,Class II Permissive Change,02/15/2022
AFJ376902,AFJ,ICOM Incorporated,Original Equipment,10/19/2016
AFJ381500,AFJ,ICOM Incorporated,Original Equipment,06/16/2016
AFJ381510,AFJ,ICOM Incorporated,Original Equipment,04/28/2025
AFJ381800,AFJ,ICOM Incorporated,Class II Permissive Change,07/26/2024
AFJ381800,AFJ,ICOM Incorporated,Original Equipment,06/26/2017
AFJ381801,AFJ,ICOM Incorporated,Class II Permissive Change,07/26/2024
AFJ381801,AFJ,ICOM Incorporated,Original Equipment,06/27/2017
AFJ382200,AFJ,ICOM Incorporated,Original Equipment,07/14/2016
AFJ382500,AFJ,ICOM Incorporated,Original Equipment,09/03/2019
AFJ384301,AFJ,ICOM Incorporated,Class II Permissive Change,05/31/2022
AFJ384301,AFJ,ICOM Incorporated,Original Equipment,05/31/2017
AFJ384302,AFJ,ICOM Incorporated,Class II Permissive Change,06/03/2022
AFJ384302,AFJ,ICOM Incorporated,Original Equipment,09/28/2017
AFJ384400,AFJ,ICOM Incorporated,Class II Permissive Change,12/23/2021
AFJ384400,AFJ,ICOM Incorporated,Original Equipment,03/30/2017
AFJ384601,AFJ,ICOM Incorporated,Original Equipment,07/17/2017
AFJ384602,AFJ,ICOM Incorporated,Original Equipment,08/15/2017
AFJ384611,AFJ,ICOM Incorporated,Original Equipment,11/17/2022
AFJ384612,AFJ,ICOM Incorporated,Original Equipment,12/22/2022
AFJ384700,AFJ,ICOM Incorporated,Original Equipment,05/29/2017
AFJ384710,AFJ,ICOM Incorporated,Original Equipment,07/06/2022
AFJ386400,AFJ,ICOM Incorporated,Class II Permissive Change,07/02/2025
AFJ386400,AFJ,ICOM Incorporated,Original Equipment,11/06/2017
AFJ386600,AFJ,ICOM Incorporated,Original Equipment,04/06/2017
AFJ386700,AFJ,ICOM Incorporated,Original Equipment,12/14/2020
AFJ387300,AFJ,ICOM Incorporated,Change in Identification,01/20/2023
AFJ387300,AFJ,ICOM Incorporated,Class II Permissive Change,07/24/2023
AFJ387700,AFJ,ICOM Incorporated,Class II Permissive Change,01/30/2018
AFJ387700,AFJ,ICOM Incorporated,Class II Permissive Change,03/17/2022
AFJ387700,AFJ,ICOM Incorporated,Class II Permissive Change,06/12/2025
AFJ387700,AFJ,ICOM Incorporated,Original Equipment,06/30/2017
AFJ387801,AFJ,ICOM Incorporated,Class II Permissive Change,01/15/2018
AFJ387801,AFJ,ICOM Incorporated,Class II Permissive Change,05/25/2022
AFJ387801,AFJ,ICOM Incorporated,Class II Permissive Change,06/16/2025
AFJ387801,AFJ,ICOM Incorporated,Original Equipment,06/09/2017
AFJ387802,AFJ,ICOM Incorporated,Class II Permissive Change,01/17/2018
AFJ387802,AFJ,ICOM Incorporated,Class II Permissive Change,05/25/2022
AFJ387802,AFJ,ICOM Incorporated,Class II Permissive Change,06/18/2025
AFJ387802,AFJ,ICOM Incorporated,Original Equipment,08/01/2017
AFJ388600,AFJ,ICOM Incorporated,Original Equipment,01/18/2017
AFJ388610,AFJ,ICOM Incorporated,Original Equipment,03/08/2022
AFJ395100,AFJ,ICOM Incorporated,Class II Permissive Change,06/24/2022
AFJ395100,AFJ,ICOM Incorporated,Class II Permissive Change,07/09/2025
AFJ395100,AFJ,ICOM Incorporated,Original Equipment,11/08/2018
AFJ395201,AFJ,ICOM Incorporated,Class II Permissive Change,07/07/2022
AFJ395201,AFJ,ICOM Incorporated,Class II Permissive Change,07/16/2025
AFJ395201,AFJ,ICOM Incorporated,Original Equipment,11/15/2018
AFJ395202,AFJ,ICOM Incorporated,Class II Permissive Change,07/08/2022
AFJ395202,AFJ,ICOM Incorporated,Class II Permissive Change,07/10/2025
AFJ395202,AFJ,ICOM Incorporated,Original Equipment,11/21/2018
AFJ397200,AFJ,ICOM Incorporated,Original Equipment,11/10/2017
AFJ397210,AFJ,ICOM Incorporated,Original Equipment,01/14/2022
AFJ397400,AFJ,ICOM Incorporated,Original Equipment,11/01/2017
AFJ397410,AFJ,ICOM Incorporated,Original Equipment,03/12/2021
AFJ398000,AFJ,ICOM Incorporated,Original Equipment,08/21/2018
AFJ398010,AFJ,ICOM Incorporated,Original Equipment,10/17/2022
AFJ398900,AFJ,ICOM Incorporated,Original Equipment,05/02/2019
AFJ399000,AFJ,ICOM Incorporated,Class II Permissive Change,05/06/2022
AFJ399000,AFJ,ICOM Incorporated,Original Equipment,07/05/2018
AFJ399100,AFJ,ICOM Incorporated,Original Equipment,05/22/2019
AFJ399110,AFJ,ICOM Incorporated,Original Equipment,09/14/2023
AFJ399500,AFJ,ICOM Incorporated,Original Equipment,03/25/2022
AFJ399510,AFJ,ICOM Incorporated,Class II Permissive Change,05/15/2024
AFJ399510,AFJ,ICOM Incorporated,Class II Permissive Change,05/16/2024
AFJ399510,AFJ,ICOM Incorporated,Original Equipment,03/07/2023
AFJ400300,AFJ,ICOM Incorporated,Class II Permissive Change,07/31/2019
AFJ400300,AFJ,ICOM Incorporated,Original Equipment,07/30/2018
AFJ400310,AFJ,ICOM Incorporated,Original Equipment,11/19/2021
AFJ400401,AFJ,ICOM Incorporated,Original Equipment,07/11/2018
AFJ400402,AFJ,ICOM Incorporated,Original Equipment,11/20/2018
AFJ400411,AFJ,ICOM Incorporated,Original Equipment,08/20/2019
AFJ400421,AFJ,ICOM Incorporated,Original Equipment,12/08/2021
AFJ400422,AFJ,ICOM Incorporated,Original Equipment,12/13/2021
AFJ400900,AFJ,ICOM Incorporated,Original Equipment,12/27/2018
AFJ405200,AFJ,ICOM Incorporated,Original Equipment,03/29/2019
AFJ405210,AFJ,ICOM Incorporated,Class II Permissive Change,05/24/2023
AFJ405210,AFJ,ICOM Incorporated,Original Equipment,10/28/2021
AFJ405400,AFJ,ICOM Incorporated,Original Equipment,04/10/2019
AFJ405410,AFJ,ICOM Incorporated,Original Equipment,03/31/2021
AFJ406600,AFJ,ICOM Incorporated,Original Equipment,03/18/2019
AFJ407500,AFJ,ICOM Incorporated,Original Equipment,08/06/2020
AFJ409100,AFJ,ICOM Incorporated,Original Equipment,03/05/2020
AFJ409110,AFJ,ICOM Incorporated,Original Equipment,10/22/2021
AFJ409201,AFJ,ICOM Incorporated,Original Equipment,03/05/2020
AFJ409202,AFJ,ICOM Incorporated,Original Equipment,06/26/2020
AFJ409211,AFJ,ICOM Incorporated,Original Equipment,10/28/2021
AFJ409212,AFJ,ICOM Incorporated,Original Equipment,10/29/2021
AFJ410000,AFJ,ICOM Incorporated,Original Equipment,11/15/2019
AFJ410800,AFJ,ICOM Incorporated,Change in Identification,05/23/2019
AFJ410800,AFJ,ICOM Incorporated,Class II Permissive Change,05/01/2023
AFJ410800,AFJ,ICOM Incorporated,Class II Permissive Change,05/23/2019
AFJ410810,AFJ,ICOM Incorporated,Change in Identification,09/12/2024
AFJ410810,AFJ,ICOM Incorporated,Class II Permissive Change,10/28/2024
AFJ410900,AFJ,ICOM Incorporated,Original Equipment,07/10/2024
AFJ411300,AFJ,ICOM Incorporated,Original Equipment,08/31/2020
AFJ417100,AFJ,ICOM Incorporated,Original Equipment,02/22/2022
AFJ417201,AFJ,ICOM Incorporated,Original Equipment,02/28/2022
AFJ417900,AFJ,ICOM Incorporated,Class II Permissive Change,05/30/2024
AFJ417900,AFJ,ICOM Incorporated,Original Equipment,04/29/2021
AFJ418001,AFJ,ICOM Incorporated,Class II Permissive Change,05/07/2024
AFJ418001,AFJ,ICOM Incorporated,Original Equipment,01/26/2023
AFJ418800,AFJ,ICOM Incorporated,Original Equipment,12/04/2020
AFJ418810,AFJ,ICOM Incorporated,Original Equipment,10/07/2021
AFJ419500,AFJ,ICOM Incorporated,Original Equipment,04/30/2021
AFJ419510,AFJ,ICOM Incorporated,Original Equipment,01/30/2024
AFJ420300,AFJ,ICOM Incorporated,Original Equipment,08/20/2020
AFJ420310,AFJ,ICOM Incorporated,Original Equipment,03/29/2021
AFJ425900,AFJ,ICOM Incorporated,Original Equipment,10/19/2020
AFJ425910,AFJ,ICOM Incorporated,Original Equipment,05/26/2022
AFJ427400,AFJ,ICOM Incorporated,Change in Identification,05/26/2021
AFJ430100,AFJ,ICOM Incorporated,Original Equipment,08/19/2022
AFJ430201,AFJ,ICOM Incorporated,Original Equipment,08/04/2022
AFJ430500,AFJ,ICOM Incorporated,Class II Permissive Change,09/30/2021
AFJ430500,AFJ,ICOM Incorporated,Original Equipment,04/01/2021
AFJ430510,AFJ,ICOM Incorporated,Original Equipment,04/27/2022
AFJ432200,AFJ,ICOM Incorporated,Original Equipment,03/26/2024
AFJ432800,AFJ,ICOM Incorporated,Original Equipment,03/11/2022
AFJ436950,AFJ,ICOM Incorporated,Original Equipment,04/20/2023
AFJ438900,AFJ,ICOM Incorporated,Original Equipment,06/15/2023
AFJ439101,AFJ,ICOM Incorporated,Original Equipment,04/04/2023
AFJ439111,AFJ,ICOM Incorporated,Original Equipment,05/19/2023
AFJ444500,AFJ,ICOM Incorporated,Original Equipment,09/13/2024
AFJ446700,AFJ,ICOM Incorporated,Original Equipment,02/12/2024
AFJ448000,AFJ,ICOM Incorporated,Change in Identification,02/25/2025
AFJ448000,AFJ,ICOM Incorporated,Class II Permissive Change,03/07/2025
AFJ448001,AFJ,ICOM Incorporated,Change in Identification,02/26/2025
AFJ451200,AFJ,ICOM Incorporated,Original Equipment,01/14/2025
AFJ452100,AFJ,ICOM Incorporated,Original Equipment,05/12/2026
AFJ453000,AFJ,ICOM Incorporated,Original Equipment,11/18/2025
AFJ9XU-IC4GAT,AFJ,ICOM Incorporated,Original Equipment,02/09/1988
AFJ9XUIC-02A,AFJ,ICOM Incorporated,Original Equipment,02/22/1984
AFJ9XUIC-02AT,AFJ,ICOM Incorporated,Original Equipment,02/22/1984
AFJ9XUIC-03AT,AFJ,ICOM Incorporated,Original Equipment,11/10/1986
AFJ9XUIC-04A,AFJ,ICOM Incorporated,Original Equipment,05/22/1984
AFJ9XUIC-04AT,AFJ,ICOM Incorporated,Original Equipment,05/22/1984
AFJ9XUIC-125,AFJ,ICOM Incorporated,Original Equipment,08/25/1982
AFJ9XUIC-228A,AFJ,ICOM Incorporated,Original Equipment,03/23/1988
AFJ9XUIC-228H,AFJ,ICOM Incorporated,Original Equipment,03/22/1988
AFJ9XUIC-2400A,AFJ,ICOM Incorporated,Original Equipment,02/06/1989
AFJ9XUIC-2500A,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJ9XUIC-25H,AFJ,ICOM Incorporated,Original Equipment,03/24/1983
AFJ9XUIC-271A,AFJ,ICOM Incorporated,Original Equipment,05/23/1983
AFJ9XUIC-271H,AFJ,ICOM Incorporated,Original Equipment,02/29/1984
AFJ9XUIC-275A,AFJ,ICOM Incorporated,Original Equipment,12/03/1986
AFJ9XUIC-275H,AFJ,ICOM Incorporated,Original Equipment,03/11/1987
AFJ9XUIC-27A,AFJ,ICOM Incorporated,Original Equipment,05/22/1984
AFJ9XUIC-27H,AFJ,ICOM Incorporated,Original Equipment,05/22/1984
AFJ9XUIC-28A,AFJ,ICOM Incorporated,Original Equipment,04/28/1986
AFJ9XUIC-28H,AFJ,ICOM Incorporated,Original Equipment,05/22/1986
AFJ9XUIC-290H,AFJ,ICOM Incorporated,Original Equipment,12/06/1982
AFJ9XUIC-2GA,AFJ,ICOM Incorporated,Original Equipment,02/09/1988
AFJ9XUIC-2GAT,AFJ,ICOM Incorporated,Original Equipment,02/09/1988
AFJ9XUIC-2SA,AFJ,ICOM Incorporated,Original Equipment,02/08/1989
AFJ9XUIC-2SAT,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJ9XUIC-3200A,AFJ,ICOM Incorporated,Original Equipment,02/14/1985
AFJ9XUIC-3210A,AFJ,ICOM Incorporated,Original Equipment,08/12/1988
AFJ9XUIC-32A,AFJ,ICOM Incorporated,Original Equipment,03/30/1988
AFJ9XUIC-32AT,AFJ,ICOM Incorporated,Original Equipment,03/29/1988
AFJ9XUIC-375A,AFJ,ICOM Incorporated,Original Equipment,05/14/1987
AFJ9XUIC-37A,AFJ,ICOM Incorporated,Original Equipment,05/22/1984
AFJ9XUIC-38A,AFJ,ICOM Incorporated,Original Equipment,10/06/1986
AFJ9XUIC-3SAT,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJ9XUIC-435,AFJ,ICOM Incorporated,Original Equipment,05/16/1984
AFJ9XUIC-435,AFJ,ICOM Incorporated,Original Equipment,08/09/1983
AFJ9XUIC-448A,AFJ,ICOM Incorporated,Original Equipment,08/12/1988
AFJ9XUIC-45A,AFJ,ICOM Incorporated,Original Equipment,10/07/1982
AFJ9XUIC-471A,AFJ,ICOM Incorporated,Original Equipment,06/22/1983
AFJ9XUIC-471H,AFJ,ICOM Incorporated,Original Equipment,06/11/1984
AFJ9XUIC-475A,AFJ,ICOM Incorporated,Original Equipment,03/24/1987
AFJ9XUIC-475H,AFJ,ICOM Incorporated,Original Equipment,06/09/1987
AFJ9XUIC-47A,AFJ,ICOM Incorporated,Original Equipment,05/22/1984
AFJ9XUIC-48A,AFJ,ICOM Incorporated,Original Equipment,06/10/1986
AFJ9XUIC-490A,AFJ,ICOM Incorporated,Original Equipment,01/21/1982
AFJ9XUIC-4KL,AFJ,ICOM Incorporated,Original Equipment,03/24/1989
AFJ9XUIC-4SA,AFJ,ICOM Incorporated,Original Equipment,02/06/1989
AFJ9XUIC-4SAT,AFJ,ICOM Incorporated,Original Equipment,03/22/1990
AFJ9XUIC-505,AFJ,ICOM Incorporated,Original Equipment,05/27/1982
AFJ9XUIC-575A,AFJ,ICOM Incorporated,Original Equipment,06/18/1987
AFJ9XUIC-575H,AFJ,ICOM Incorporated,Original Equipment,06/18/1987
AFJ9XUIC-A2,AFJ,ICOM Incorporated,Original Equipment,06/24/1985
AFJ9XUIC-A20,AFJ,ICOM Incorporated,Original Equipment,05/27/1987
AFJ9XUIC-H10,AFJ,ICOM Incorporated,Class II Permissive Change,04/18/1989
AFJ9XUIC-H12,AFJ,ICOM Incorporated,Change in Identification,11/09/1982
AFJ9XUIC-H16,AFJ,ICOM Incorporated,Class II Permissive Change,02/04/1986
AFJ9XUIC-H16,AFJ,ICOM Incorporated,Class II Permissive Change,04/08/1986
AFJ9XUIC-H18,AFJ,ICOM Incorporated,Class II Permissive Change,06/15/1989
AFJ9XUIC-H2,AFJ,ICOM Incorporated,Original Equipment,12/06/1982
AFJ9XUIC-H6,AFJ,ICOM Incorporated,Original Equipment,11/04/1982
AFJ9XUIC-H8,AFJ,ICOM Incorporated,Original Equipment,06/08/1989
AFJ9XUIC-M100,AFJ,ICOM Incorporated,Original Equipment,11/13/1986
AFJ9XUIC-M11,AFJ,ICOM Incorporated,Original Equipment,02/08/1988
AFJ9XUIC-M120,AFJ,ICOM Incorporated,Original Equipment,02/21/1989
AFJ9XUIC-M2,AFJ,ICOM Incorporated,Class II Permissive Change,10/21/1987
